,source_data,source_location_of_data,source_comments_from_Tang_validation,data_cross_check_complete,UCYN_A_qPCR_assays_used,methods_sampling_analysis,time,lat,lon,depth,UCYN_A1_nifH_gene,UCYN_A2_A3_A4_nifH_gene,total_UCYN_A__nifH_gene,UCYN_B_nifH_gene,UCYN_C_nifH_gene,trichodesmium_nifH_gene,richelia_nifH_gene,calothrix_nifH_gene,richelia_associated_species,calothrix_associated_species,notes
1016,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-15 00:00:00,-18.2407166666667,-170.856783333333,56.0,12,1.0,13.000000000000002,125.70959081524083,,10460.75888326077,14.0,0.0,,,
1017,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-15 00:00:00,-18.2407166666667,-170.856783333333,82.0,0,0.0,0.0,111.27886176507756,,682.538028311684,0.0,0.0,,,
1018,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-21 00:00:00,-18.1993,-169.07265,0.0,,,,,,,,,,,
1019,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-21 00:00:00,-18.1993,-169.07265,5.0,0,0.0,0.0,9095.0,0.0,6408.743225776515,1.0,0.0,,,
1020,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-21 00:00:00,-18.1993,-169.07265,15.0,0,0.0,0.0,19649.0,0.0,51424.82336983124,1.0,0.0,,,
1021,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-21 00:00:00,-18.1993,-169.07265,25.0,0,0.0,0.0,9236.0,0.0,14177.45390196292,0.0,0.0,,,
1022,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-21 00:00:00,-18.1993,-169.07265,45.0,0,0.0,0.0,328.0,0.0,0.0,37.7161942531319,0.0,,,
1023,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-21 00:00:00,-18.1993,-169.07265,65.0,0,0.0,0.0,182.0,,0.0,0.0,0.0,,,
1024,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-21 00:00:00,-18.1993,-169.07265,85.0,0,0.0,0.0,181.0,,1.0,76.0,0.0,,,
1025,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-23 00:00:00,-18.4270666666667,-165.923016666667,0.0,1,0.0,1.0,4203.234239310385,,1.0,4058.0,168.0,,,
1026,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-23 00:00:00,-18.4270666666667,-165.923016666667,6.0,0,0.0,0.0,3643.3580820235343,0.0,1.0,3868.8514873773624,307.24824753053684,,,
1027,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-23 00:00:00,-18.4270666666667,-165.923016666667,16.0,0,0.0,0.0,1757.1504685808766,0.0,1.0,6820.258156151749,1005.6588758278848,,,
1028,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-23 00:00:00,-18.4270666666667,-165.923016666667,27.0,1,1.0,2.0,1950.7567066503366,0.0,1.0,3570.7749781747134,2031.66676438418,,,
1029,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-23 00:00:00,-18.4270666666667,-165.923016666667,60.0,31978,85336.0,117314.0,578548.9372590716,0.0,743.0,421.32739158880975,624.5612434167122,,,
1030,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-23 00:00:00,-18.4270666666667,-165.923016666667,120.0,1,0.0,1.0,337.7629119231973,,,0.0,0.0,,,
1031,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-23 00:00:00,-18.4270666666667,-165.923016666667,180.0,0,0.0,0.0,1.0,,,0.0,0.0,,,
1032,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-29 00:00:00,-18.4093166666667,-162.997783333333,0.0,0,0.0,0.0,349.0,,0.0,1.0,0.0,,,
1033,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-29 00:00:00,-18.4093166666667,-162.997783333333,5.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
1034,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-29 00:00:00,-18.4093166666667,-162.997783333333,15.0,0,0.0,0.0,1.0,,0.0,1.0,0.0,,,
1035,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-29 00:00:00,-18.4093166666667,-162.997783333333,25.0,0,0.0,0.0,247.0,,1.0,1.0,0.0,,,
1036,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-29 00:00:00,-18.4093166666667,-162.997783333333,56.0,0,0.0,0.0,1.0,,0.0,27.814834092902533,0.0,,,
1037,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-29 00:00:00,-18.4093166666667,-162.997783333333,110.0,0,0.0,0.0,183.0,,0.0,106.0,0.0,,,
1038,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-29 00:00:00,-18.4093166666667,-162.997783333333,165.0,0,0.0,0.0,1.0,,0.0,0.0,0.0,,,
1039,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-30 00:00:00,-18.2667833333333,-160.000116666667,0.0,0,0.0,0.0,180.0,,0.0,0.0,0.0,,,
1040,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-30 00:00:00,-18.2667833333333,-160.000116666667,6.0,0,0.0,0.0,122.0,0.0,1.0,0.0,0.0,,,
1041,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-30 00:00:00,-18.2667833333333,-160.000116666667,16.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1042,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-30 00:00:00,-18.2667833333333,-160.000116666667,26.0,0,0.0,0.0,470.0,0.0,1.0,0.0,0.0,,,
1043,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-30 00:00:00,-18.2667833333333,-160.000116666667,58.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1044,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-30 00:00:00,-18.2667833333333,-160.000116666667,116.0,0,0.0,0.0,1.0,,0.0,0.0,0.0,,,
1045,Stenegren et al. 2018. Biogeosciences.,data shown in Figure 1 and Supplementary Table S3,,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2015-03-30 00:00:00,-18.2667833333333,-160.000116666667,174.0,0,0.0,0.0,1.0,,0.0,0.0,0.0,,,
1046,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-03 00:00:00,64.7419333333333,-167.122233333333,1.0,786367.8821024538,10236.389821134799,796604.2719235886,,,,,,,,
1047,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-03 00:00:00,64.7419333333333,-167.122233333333,1.0,431034.4134914866,81414.15392193376,512448.5674134204,,,,,,,,
1048,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-13 00:00:00,70.9725633333333,-161.90387,4.0,0,0.0,0.0,,,,,,,,
1049,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-13 00:00:00,70.9725633333333,-161.90387,4.0,0,0.0,0.0,,,,,,,,
1050,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-11 00:00:00,70.9725633333333,-161.90387,1.0,0,3570.279110989255,3570.279110989255,,,,,,,,
1051,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-11 00:00:00,70.9725633333333,-161.90387,1.0,0,0.0,0.0,,,,,,,,
1052,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-11 00:00:00,70.9725633333333,-161.90387,27.0,0,0.0,0.0,,,,,,,,
1053,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-11 00:00:00,70.9725633333333,-161.90387,27.0,0,0.0,0.0,,,,,,,,
1054,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-11 00:00:00,70.9725633333333,-161.90387,27.0,0,0.0,0.0,,,,,,,,
1055,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-23 00:00:00,71.2247,-160.54515,24.0,0,0.0,0.0,,,,,,,,
1056,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-23 00:00:00,71.2247,-160.54515,24.0,0,0.0,0.0,,,,,,,,
1057,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-13 00:00:00,71.2247,-160.54515,1.0,0,0.0,0.0,,,,,,,,
1058,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-13 00:00:00,71.2247,-160.54515,1.0,0,0.0,0.0,,,,,,,,
1059,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-13 00:00:00,71.2247,-160.54515,20.0,0,0.0,0.0,,,,,,,,
1060,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-13 00:00:00,71.2247,-160.54515,20.0,0,0.0,0.0,,,,,,,,
1061,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-20 00:00:00,71.36402,-163.006041666666,25.2,0,0.0,0.0,,,,,,,,
1062,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-20 00:00:00,71.36402,-163.006041666666,25.2,0,0.0,0.0,,,,,,,,
1063,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-06 00:00:00,71.36402,-163.006041666666,1.0,0,0.0,0.0,,,,,,,,
1064,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-06 00:00:00,71.36402,-163.006041666666,1.0,0,1870.4827206057867,1870.4827206057867,,,,,,,,
1065,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-06 00:00:00,71.36402,-163.006041666666,25.0,0,0.0,0.0,,,,,,,,
1066,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-06 00:00:00,71.36402,-163.006041666666,25.0,0,48.73053938484193,48.73053938484193,,,,,,,,
1067,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-08 00:00:00,71.5148516666666,-151.96839,1.0,0,0.0,0.0,,,,,,,,
1068,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-08 00:00:00,71.5148516666666,-151.96839,1.0,0,197.21965069758386,197.21965069758386,,,,,,,,
1069,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-08 00:00:00,71.5148516666666,-151.96839,35.0,0,0.0,0.0,,,,,,,,
1070,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-08 00:00:00,71.5148516666666,-151.96839,35.0,0,0.0,0.0,,,,,,,,
1071,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-08 00:00:00,71.5148516666666,-151.96839,175.0,0,0.0,0.0,,,,,,,,
1072,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-08 00:00:00,71.5148516666666,-151.96839,175.0,0,0.0,0.0,,,,,,,,
1073,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-12 00:00:00,71.617815,-163.773051666666,1.0,0,0.0,0.0,,,,,,,,
1074,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-12 00:00:00,71.617815,-163.773051666666,1.0,0,0.0,0.0,,,,,,,,
1075,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-12 00:00:00,71.617815,-163.773051666666,24.0,0,0.0,0.0,,,,,,,,
1076,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-12 00:00:00,71.617815,-163.773051666666,24.0,0,0.0,0.0,,,,,,,,
1077,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-12 00:00:00,71.617815,-163.773051666666,24.0,0,0.0,0.0,,,,,,,,
1078,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-15 00:00:00,71.6199166666666,-158.099883333333,1.0,0,0.0,0.0,,,,,,,,
1079,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-15 00:00:00,71.6199166666666,-158.099883333333,1.0,0,0.0,0.0,,,,,,,,
1080,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-15 00:00:00,71.6199166666666,-158.099883333333,26.0,0,0.0,0.0,,,,,,,,
1081,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-15 00:00:00,71.6199166666666,-158.099883333333,26.0,0,0.0,0.0,,,,,,,,
1082,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-05 00:00:00,71.64951,-159.933908333333,1.0,0,0.0,0.0,,,,,,,,
1083,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-05 00:00:00,71.64951,-159.933908333333,1.0,0,0.0,0.0,,,,,,,,
1084,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-05 00:00:00,71.64951,-159.933908333333,33.0,65.90548853998956,0.0,65.90548853998956,,,,,,,,
1085,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-05 00:00:00,71.64951,-159.933908333333,33.0,0,0.0,0.0,,,,,,,,
1086,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-05 00:00:00,71.64951,-159.933908333333,47.0,0,0.0,0.0,,,,,,,,
1087,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-05 00:00:00,71.64951,-159.933908333333,47.0,0,0.0,0.0,,,,,,,,
1088,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-09-06 00:00:00,71.73645,-155.2721,1.0,0,0.0,0.0,,,,,,,,
1089,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-09-06 00:00:00,71.73645,-155.2721,1.0,0,121.37999999999998,121.37999999999998,,,,,,,,
1090,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-09-06 00:00:00,71.73645,-155.2721,23.0,0,8.346228041269796,8.346228041269796,,,,,,,,
1091,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2012-09-06 00:00:00,71.73645,-155.2721,23.0,0,99.79817920706446,99.79817920706446,,,,,,,,
1092,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-08 00:00:00,71.8137,-151.692033333333,1.0,0,0.0,0.0,,,,,,,,
1093,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-08 00:00:00,71.8137,-151.692033333333,1.0,0,137.40909423008517,137.40909423008517,,,,,,,,
1094,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-08 00:00:00,71.8137,-151.692033333333,35.0,0,0.0,0.0,,,,,,,,
1095,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-08 00:00:00,71.8137,-151.692033333333,35.0,0,0.0,0.0,,,,,,,,
1096,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-06 00:00:00,71.9396933333333,-156.690655,1.0,0,0.0,0.0,,,,,,,,
1097,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-06 00:00:00,71.9396933333333,-156.690655,1.0,0,294202.3043521822,294202.3043521822,,,,,,,,
1098,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-06 00:00:00,71.9396933333333,-156.690655,34.0,0,0.0,0.0,,,,,,,,
1099,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-06 00:00:00,71.9396933333333,-156.690655,34.0,0,0.0,0.0,,,,,,,,
1100,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-06 00:00:00,71.9396933333333,-156.690655,72.0,0,0.0,0.0,,,,,,,,
1101,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-06 00:00:00,71.9396933333333,-156.690655,72.0,0,0.0,0.0,,,,,,,,
1102,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-07 00:00:00,72.04798,-154.656008333333,1.0,0,0.0,0.0,,,,,,,,
1103,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-07 00:00:00,72.04798,-154.656008333333,1.0,0,0.0,0.0,,,,,,,,
1104,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-07 00:00:00,72.04798,-154.656008333333,28.0,0,0.0,0.0,,,,,,,,
1105,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-07 00:00:00,72.04798,-154.656008333333,28.0,0,0.0,0.0,,,,,,,,
1106,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-17 00:00:00,72.064595,-161.691156666666,1.0,0,0.0,0.0,,,,,,,,
1107,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-17 00:00:00,72.064595,-161.691156666666,1.0,0,0.0,0.0,,,,,,,,
1108,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-17 00:00:00,72.064595,-161.691156666666,17.0,0,0.0,0.0,,,,,,,,
1109,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-17 00:00:00,72.064595,-161.691156666666,17.0,0,0.0,0.0,,,,,,,,
1110,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-16 00:00:00,72.1546333333333,-158.8536,1.0,0,0.0,0.0,,,,,,,,
1111,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-16 00:00:00,72.1546333333333,-158.8536,1.0,0,0.0,0.0,,,,,,,,
1112,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-16 00:00:00,72.1546333333333,-158.8536,26.0,0,0.0,0.0,,,,,,,,
1113,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-16 00:00:00,72.1546333333333,-158.8536,26.0,0,0.0,0.0,,,,,,,,
1114,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-16 00:00:00,72.1546333333333,-158.8536,26.0,0,0.0,0.0,,,,,,,,
1115,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-10 00:00:00,72.26671,-156.20135,1.0,0,0.0,0.0,,,,,,,,
1116,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-10 00:00:00,72.26671,-156.20135,1.0,0,212.89266917909725,212.89266917909725,,,,,,,,
1117,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-10 00:00:00,72.26671,-156.20135,38.0,0,0.0,0.0,,,,,,,,
1118,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-10 00:00:00,72.26671,-156.20135,38.0,0,0.0,0.0,,,,,,,,
1119,"Harding et al., 2018",,original db did not include data from A2 and Bering A1 data was too high,Y,"Church 2005 (A1), Thompson 2014 (A2/A3/A4)",qPCR,2016-09-10 00:00:00,72.26671,-156.20135,120.0,0,0.0,0.0,,,,,,,,
